customerid, firstname, lastname, address1, address2, city, state, zip, country, region, email, phone, creditcardtype, creditcard, creditcardexpiration, username, "password", age, income, gender
13066, HGAFJK, IHGCSAMYAK, 7272488822 Dell Way, \N, KXCXLCH, \N, 0, France, 2, IHGCSAMYAK@dell.com, 7272488822, 3, 4539160080719739, 2008/11, user13066, password, 23, 20000, F
13067, IFJRQR, ZWURXGPYRA, 7392757193 Dell Way, \N, WUXHWES, \N, 0, Germany, 2, ZWURXGPYRA@dell.com, 7392757193, 1, 7669554152060301, 2010/02, user13067, password, 85, 80000, F
13068, DBETSD, QNVOTKNKLJ, 5103255094 Dell Way, \N, EJRBOJP, \N, 0, Chile, 2, QNVOTKNKLJ@dell.com, 5103255094, 2, 8267491233535112, 2011/04, user13068, password, 54, 20000, F
13069, OGEHKV, UFKNQXYBHD, 2125479381 Dell Way, \N, LYEZIUF, \N, 0, Russia, 2, UFKNQXYBHD@dell.com, 2125479381, 1, 4479172555729747, 2009/07, user13069, password, 53, 100000, F
13070, TZJEVD, JGRADQCLTN, 7693560693 Dell Way, \N, KYMSSSL, \N, 0, South Africa, 2, JGRADQCLTN@dell.com, 7693560693, 5, 3205535776447505, 2009/04, user13070, password, 21, 40000, F
13071, BSGWWQ, COQGESSYFC, 1709863572 Dell Way, \N, XSUQKGM, \N, 0, Canada, 2, COQGESSYFC@dell.com, 1709863572, 4, 4889444281812757, 2010/10, user13071, password, 75, 60000, M
13072, NTSKJV, YZBDSTCYVZ, 8305710578 Dell Way, \N, QQQBWCF, \N, 0, UK, 2, YZBDSTCYVZ@dell.com, 8305710578, 4, 4089248729404062, 2010/06, user13072, password, 79, 60000, M
13073, PCIYXH, YZKQTMOPMF, 1499883327 Dell Way, \N, FCGBFLZ, \N, 0, Australia, 2, YZKQTMOPMF@dell.com, 1499883327, 2, 6321202957071365, 2010/03, user13073, password, 18, 60000, M
13074, CTSAAQ, AKHTXWJKBO, 9585251306 Dell Way, \N, MHQRSQS, \N, 0, Russia, 2, AKHTXWJKBO@dell.com, 9585251306, 2, 3085557738319039, 2008/04, user13074, password, 65, 100000, F
13075, JPLKGL, UNFSJOCKDP, 3516550576 Dell Way, \N, RTHKJZD, \N, 0, China, 2, UNFSJOCKDP@dell.com, 3516550576, 2, 4958797678351402, 2010/01, user13075, password, 42, 100000, F
13076, YKUEVP, SBIBPLMSBE, 1689084981 Dell Way, \N, MIOVISD, \N, 0, Japan, 2, SBIBPLMSBE@dell.com, 1689084981, 3, 2625910517293960, 2008/11, user13076, password, 28, 60000, M
13077, OHAKXS, LFUBQGURLG, 7670150323 Dell Way, \N, AZBJREZ, \N, 0, Russia, 2, LFUBQGURLG@dell.com, 7670150323, 1, 8750656972639264, 2011/04, user13077, password, 44, 60000, M
13078, QMFOER, TYSKFMBQSC, 6027428243 Dell Way, \N, PULHYKB, \N, 0, Japan, 2, TYSKFMBQSC@dell.com, 6027428243, 5, 3965933491010219, 2012/04, user13078, password, 76, 80000, M
13079, GXMLPF, JHQOURENUU, 1658594639 Dell Way, \N, HFCGQDY, \N, 0, Canada, 2, JHQOURENUU@dell.com, 1658594639, 2, 1406836122274398, 2009/01, user13079, password, 71, 40000, F
13080, RTTGZC, OPRIHWVCQD, 5834837795 Dell Way, \N, HTJYWHD, \N, 0, UK, 2, OPRIHWVCQD@dell.com, 5834837795, 1, 3783600861672312, 2010/11, user13080, password, 61, 100000, M
13081, JQVJTJ, ZLSGHOJYRQ, 8937756289 Dell Way, \N, RAPNISM, \N, 0, South Africa, 2, ZLSGHOJYRQ@dell.com, 8937756289, 4, 4965048268903047, 2011/05, user13081, password, 42, 40000, M
13082, ZECTOC, EGJLUSJMIA, 8698838869 Dell Way, \N, MYOVQBR, \N, 0, Germany, 2, EGJLUSJMIA@dell.com, 8698838869, 1, 3814258640632033, 2009/06, user13082, password, 67, 20000, F
13083, WDEKFI, QOULGEXPEK, 9923344151 Dell Way, \N, NTFEVWR, \N, 0, Japan, 2, QOULGEXPEK@dell.com, 9923344151, 5, 9281740032136440, 2010/09, user13083, password, 86, 100000, M
13084, BBYHKO, VEACIXRNHF, 1435790585 Dell Way, \N, HNJCKBT, \N, 0, China, 2, VEACIXRNHF@dell.com, 1435790585, 4, 8504038222134114, 2011/08, user13084, password, 69, 40000, M
13085, TEYDTU, ITWRQNEYTM, 9985790603 Dell Way, \N, MCOWEIG, \N, 0, Chile, 2, ITWRQNEYTM@dell.com, 9985790603, 1, 9320045727770776, 2011/10, user13085, password, 30, 40000, M
13086, IGSBAA, VWRMKWKDIX, 2089254808 Dell Way, \N, GWTKFAP, \N, 0, Chile, 2, VWRMKWKDIX@dell.com, 2089254808, 3, 8313833753578366, 2012/09, user13086, password, 25, 60000, F
13087, IFCIFY, FXKPUVTCSZ, 5532504106 Dell Way, \N, ZLJEMZK, \N, 0, Japan, 2, FXKPUVTCSZ@dell.com, 5532504106, 2, 5751505353953690, 2008/04, user13087, password, 19, 40000, M
13088, FIZLHE, JRUDMNGENF, 9926383756 Dell Way, \N, QXKCWUS, \N, 0, China, 2, JRUDMNGENF@dell.com, 9926383756, 2, 6216583515983075, 2009/04, user13088, password, 77, 100000, F
13089, EXXLCH, CXKOLQTYWJ, 4938537482 Dell Way, \N, WGMSBFC, \N, 0, Australia, 2, CXKOLQTYWJ@dell.com, 4938537482, 4, 3996414839290083, 2011/07, user13089, password, 37, 20000, M
13090, ECCGJE, EUTPKMOGWK, 9236741810 Dell Way, \N, NJDOOFP, \N, 0, Australia, 2, EUTPKMOGWK@dell.com, 9236741810, 5, 7293135248124600, 2010/03, user13090, password, 81, 20000, F
13091, ZEQIIU, CCKNPYUMIH, 4640063291 Dell Way, \N, VLWKRMK, \N, 0, Germany, 2, CCKNPYUMIH@dell.com, 4640063291, 1, 1033470515161752, 2011/12, user13091, password, 23, 100000, M
13092, GQGOKJ, RVWGTRSBYO, 4998973917 Dell Way, \N, NUYFHIU, \N, 0, Japan, 2, RVWGTRSBYO@dell.com, 4998973917, 4, 3544534147251397, 2010/11, user13092, password, 37, 40000, F
13093, WQRHZI, CWOWNGYMUL, 2883176242 Dell Way, \N, HTQOCLG, \N, 0, Germany, 2, CWOWNGYMUL@dell.com, 2883176242, 3, 9474622451700272, 2008/10, user13093, password, 39, 20000, M
13094, XVYXDB, URXHYWUTHB, 4384935715 Dell Way, \N, MYQOJWC, \N, 0, Germany, 2, URXHYWUTHB@dell.com, 4384935715, 1, 6814272861927748, 2008/04, user13094, password, 76, 100000, F
13095, QTDTVX, LTFJPZDXBP, 3449557737 Dell Way, \N, VREFOGU, \N, 0, UK, 2, LTFJPZDXBP@dell.com, 3449557737, 3, 1625045727938413, 2010/03, user13095, password, 82, 100000, M
13096, QZQMWB, FCLVBOSDDO, 9867713103 Dell Way, \N, VITJOOG, \N, 0, South Africa, 2, FCLVBOSDDO@dell.com, 9867713103, 2, 4818982801865786, 2009/03, user13096, password, 36, 20000, M
13097, FSICTO, EEJGTCJXQE, 2241278748 Dell Way, \N, FKNTZUP, \N, 0, UK, 2, EEJGTCJXQE@dell.com, 2241278748, 1, 2627157509792596, 2009/04, user13097, password, 37, 40000, F
13098, ZOOSCT, XMZQOINFNT, 2064969350 Dell Way, \N, QBNPWCO, \N, 0, Australia, 2, XMZQOINFNT@dell.com, 2064969350, 4, 4223892617039383, 2009/01, user13098, password, 59, 100000, M
13099, DLSFEQ, SDGHMUMAOD, 1565310238 Dell Way, \N, CBTYDIY, \N, 0, Chile, 2, SDGHMUMAOD@dell.com, 1565310238, 2, 6870131063275040, 2008/11, user13099, password, 56, 20000, F
13100, YUFDKY, HQFTLSUZVW, 1520710370 Dell Way, \N, BPUEXTL, \N, 0, UK, 2, HQFTLSUZVW@dell.com, 1520710370, 1, 1359736045822501, 2012/08, user13100, password, 25, 100000, M
13101, WESGCZ, XITJANJWJK, 2334490465 Dell Way, \N, LEPJXBI, \N, 0, UK, 2, XITJANJWJK@dell.com, 2334490465, 2, 9243009147699924, 2011/06, user13101, password, 80, 40000, F
13102, ACPDBN, MUWMIGJSQU, 8329829178 Dell Way, \N, WGEUHMT, \N, 0, France, 2, MUWMIGJSQU@dell.com, 8329829178, 4, 2803907791618258, 2009/07, user13102, password, 59, 60000, M
13103, QESSRE, NORVUANLVK, 6436385838 Dell Way, \N, RZEYLYJ, \N, 0, Chile, 2, NORVUANLVK@dell.com, 6436385838, 3, 5739399719052017, 2008/02, user13103, password, 26, 80000, M
13104, HKMZPZ, OGVJHJUCTL, 4122113496 Dell Way, \N, CXKNVUU, \N, 0, France, 2, OGVJHJUCTL@dell.com, 4122113496, 2, 6243667352013291, 2010/06, user13104, password, 38, 40000, M
13105, SSTHSH, ONQVWLYQXA, 6787074545 Dell Way, \N, NHOJBIV, \N, 0, France, 2, ONQVWLYQXA@dell.com, 6787074545, 2, 9121091000735760, 2008/09, user13105, password, 29, 100000, F
13106, XORPWG, DNBAYZQVAE, 7769640228 Dell Way, \N, DONFXJQ, \N, 0, Germany, 2, DNBAYZQVAE@dell.com, 7769640228, 3, 6455763474106789, 2010/09, user13106, password, 49, 100000, M
13107, ZNEVTH, IVIHVYCVDG, 6449384933 Dell Way, \N, JRLGABU, \N, 0, Russia, 2, IVIHVYCVDG@dell.com, 6449384933, 3, 2790658181998879, 2009/10, user13107, password, 20, 100000, M
13108, OAQHIZ, CRGXQJTTPD, 6317779683 Dell Way, \N, KBKKDEE, \N, 0, Russia, 2, CRGXQJTTPD@dell.com, 6317779683, 2, 1151772164274007, 2010/05, user13108, password, 82, 40000, M
13109, XWFGWI, YCGOMAHBDR, 6309404808 Dell Way, \N, CNBGSGY, \N, 0, China, 2, YCGOMAHBDR@dell.com, 6309404808, 5, 7519354667514563, 2012/11, user13109, password, 87, 100000, M
13110, VDARLY, USNGSUIVLL, 6474350914 Dell Way, \N, JNRCTQK, \N, 0, China, 2, USNGSUIVLL@dell.com, 6474350914, 1, 3913878473453224, 2010/01, user13110, password, 34, 40000, M
13111, JHOVGJ, NTQGNYCZKL, 1332385635 Dell Way, \N, NCNGSXP, \N, 0, China, 2, NTQGNYCZKL@dell.com, 1332385635, 5, 8069522532634438, 2008/02, user13111, password, 19, 100000, M
13112, HOINYW, HOCUNEUXQH, 1631537595 Dell Way, \N, ZENSCDA, \N, 0, Canada, 2, HOCUNEUXQH@dell.com, 1631537595, 5, 2967709248419851, 2009/11, user13112, password, 33, 80000, F
13113, UCRSYY, HATUFNSVUS, 3451781301 Dell Way, \N, ZIKBLLE, \N, 0, Germany, 2, HATUFNSVUS@dell.com, 3451781301, 3, 7831881554797293, 2008/08, user13113, password, 54, 40000, F
13114, PYDNWK, OPFTDXPXQP, 3148767111 Dell Way, \N, GBRRNVF, \N, 0, Russia, 2, OPFTDXPXQP@dell.com, 3148767111, 5, 9019646842498332, 2012/06, user13114, password, 28, 40000, F
13115, BJPYUD, OZXRXNPNCV, 7432892884 Dell Way, \N, OTNBPTW, \N, 0, South Africa, 2, OZXRXNPNCV@dell.com, 7432892884, 4, 7175357015337796, 2008/11, user13115, password, 86, 40000, M
13116, IWXCAM, CXDZLTMNOB, 7645984797 Dell Way, \N, HCDWVZS, \N, 0, Germany, 2, CXDZLTMNOB@dell.com, 7645984797, 2, 7681451391894371, 2011/04, user13116, password, 18, 60000, M
13117, WMTWYV, UCUFWHTLJA, 9826675083 Dell Way, \N, NNXJNPX, \N, 0, Chile, 2, UCUFWHTLJA@dell.com, 9826675083, 4, 8803310940042139, 2009/08, user13117, password, 51, 100000, M
13118, YSKXOE, AJKWRDHADV, 7233759099 Dell Way, \N, NAEAQBG, \N, 0, Japan, 2, AJKWRDHADV@dell.com, 7233759099, 1, 9256584725342692, 2009/08, user13118, password, 82, 100000, M
13119, PGLDKL, NUIEYQEBLS, 2189410332 Dell Way, \N, CPSSRZI, \N, 0, China, 2, NUIEYQEBLS@dell.com, 2189410332, 2, 7171989820431919, 2011/02, user13119, password, 57, 40000, M
13120, USWEEJ, ZMNXCSZNKC, 4666837081 Dell Way, \N, DDVUDED, \N, 0, Chile, 2, ZMNXCSZNKC@dell.com, 4666837081, 5, 9887407713569702, 2010/05, user13120, password, 36, 40000, F
13121, YDICNI, PBFRTFFEHJ, 1879568038 Dell Way, \N, IDDLHHS, \N, 0, Japan, 2, PBFRTFFEHJ@dell.com, 1879568038, 4, 3071555999573320, 2010/12, user13121, password, 54, 60000, M
13122, QXAEFP, GLHAQNEYWM, 3983116237 Dell Way, \N, CAYJHQB, \N, 0, China, 2, GLHAQNEYWM@dell.com, 3983116237, 2, 8561209222301842, 2009/10, user13122, password, 49, 20000, F
13123, IEPOTW, ZBWQOAPLNR, 4402877447 Dell Way, \N, LLBSCCC, \N, 0, France, 2, ZBWQOAPLNR@dell.com, 4402877447, 5, 7179013054817916, 2008/05, user13123, password, 80, 80000, M
13124, AFGUBG, VYXKYMVMEG, 1292561613 Dell Way, \N, XFZZHCK, \N, 0, Japan, 2, VYXKYMVMEG@dell.com, 1292561613, 1, 8528938920237125, 2010/12, user13124, password, 49, 20000, M
13125, QJTSQP, QNZPZUBEBZ, 5512907120 Dell Way, \N, JAZQDKI, \N, 0, Canada, 2, QNZPZUBEBZ@dell.com, 5512907120, 1, 6068242965731770, 2010/08, user13125, password, 67, 60000, F
13126, BEZRUQ, FUFFPHJQHS, 8674471704 Dell Way, \N, RHJURRY, \N, 0, Canada, 2, FUFFPHJQHS@dell.com, 8674471704, 3, 6710220829583705, 2010/03, user13126, password, 22, 80000, F
13127, GRYAHD, UNIJUSACKS, 9680919311 Dell Way, \N, JUMBMLF, \N, 0, China, 2, UNIJUSACKS@dell.com, 9680919311, 5, 7962791631463916, 2008/12, user13127, password, 52, 60000, F
13128, DJFLNA, YWKTOKWZCF, 4075094561 Dell Way, \N, TPGFBMN, \N, 0, Australia, 2, YWKTOKWZCF@dell.com, 4075094561, 2, 2559221740346402, 2009/10, user13128, password, 61, 60000, M
13129, YQJMQI, IBCWLYVODP, 6712467234 Dell Way, \N, EKUFXIF, \N, 0, Chile, 2, IBCWLYVODP@dell.com, 6712467234, 2, 5461019116919488, 2010/12, user13129, password, 86, 40000, M
13130, OTKFBS, HEPSCLHGAL, 3141356289 Dell Way, \N, RVQODWU, \N, 0, Russia, 2, HEPSCLHGAL@dell.com, 3141356289, 2, 2709929168224335, 2009/03, user13130, password, 57, 20000, M
13131, HOAJHH, NXAQIHXITO, 2922599568 Dell Way, \N, DJDHGYB, \N, 0, France, 2, NXAQIHXITO@dell.com, 2922599568, 2, 7225799765437842, 2010/10, user13131, password, 79, 40000, F
13132, KGLSOY, POPXWMGQBK, 9905785807 Dell Way, \N, AFRGDTS, \N, 0, China, 2, POPXWMGQBK@dell.com, 9905785807, 3, 7933493200223894, 2011/04, user13132, password, 18, 100000, M
13133, GHJVGY, KVWHICXKNX, 3575954101 Dell Way, \N, PEDSYWB, \N, 0, UK, 2, KVWHICXKNX@dell.com, 3575954101, 5, 7330707120709122, 2010/10, user13133, password, 59, 40000, F
13134, WOXCNH, YJOHMMRZJH, 9119684299 Dell Way, \N, ENACKBA, \N, 0, Japan, 2, YJOHMMRZJH@dell.com, 9119684299, 4, 3079747964628041, 2011/04, user13134, password, 50, 100000, F
13135, ASGOAF, XPMKBEJLMO, 4737682573 Dell Way, \N, YMRJORA, \N, 0, France, 2, XPMKBEJLMO@dell.com, 4737682573, 2, 2746570733375847, 2011/09, user13135, password, 19, 100000, M
13136, TCHTHF, JUPKYZVLNU, 4936923995 Dell Way, \N, XFDMWEY, \N, 0, Chile, 2, JUPKYZVLNU@dell.com, 4936923995, 1, 1034802475012838, 2008/02, user13136, password, 80, 100000, M
13137, YDQGIA, AYKZXGKLAI, 8674324430 Dell Way, \N, QEUNISV, \N, 0, Russia, 2, AYKZXGKLAI@dell.com, 8674324430, 5, 9288631867617370, 2012/09, user13137, password, 76, 100000, M
13138, YNWHOX, GYXDFHPGQG, 4835628984 Dell Way, \N, KKUTDPN, \N, 0, UK, 2, GYXDFHPGQG@dell.com, 4835628984, 3, 9950855200178922, 2008/03, user13138, password, 82, 80000, F
13139, KQMYNS, XLWDSLJJST, 4865434383 Dell Way, \N, UMMXBAX, \N, 0, France, 2, XLWDSLJJST@dell.com, 4865434383, 5, 6409204805735499, 2011/10, user13139, password, 43, 100000, F
13140, ZIENAC, YXFRIOABIU, 5977533657 Dell Way, \N, NVSOVQB, \N, 0, Chile, 2, YXFRIOABIU@dell.com, 5977533657, 4, 9068622692488136, 2009/01, user13140, password, 71, 60000, M
13141, BSMCUL, ZACHODIWXW, 2355836343 Dell Way, \N, RQKMHMT, \N, 0, South Africa, 2, ZACHODIWXW@dell.com, 2355836343, 4, 2604468230158090, 2008/05, user13141, password, 71, 20000, F
13142, LQMGBL, GETVHCRFYJ, 2986601810 Dell Way, \N, WJWDWPZ, \N, 0, Australia, 2, GETVHCRFYJ@dell.com, 2986601810, 1, 2566236198879778, 2010/11, user13142, password, 41, 100000, F
13143, YMOAYV, FSQMVISTRO, 8154278853 Dell Way, \N, DORADQA, \N, 0, China, 2, FSQMVISTRO@dell.com, 8154278853, 1, 9457116444595160, 2011/07, user13143, password, 86, 100000, F
13144, LONJJS, CAEXIXRZLV, 1284497480 Dell Way, \N, NDVRUVA, \N, 0, Germany, 2, CAEXIXRZLV@dell.com, 1284497480, 5, 3158097921870649, 2010/11, user13144, password, 34, 20000, F
13145, UNSEFU, EKSMHKMSFA, 6946845170 Dell Way, \N, WARQWSF, \N, 0, South Africa, 2, EKSMHKMSFA@dell.com, 6946845170, 3, 4971494409255684, 2010/09, user13145, password, 51, 100000, F
13146, ZPQEKU, PDHWNTPSTL, 7342630361 Dell Way, \N, TLBQDGN, \N, 0, Russia, 2, PDHWNTPSTL@dell.com, 7342630361, 5, 4135784687008709, 2009/05, user13146, password, 35, 100000, F
13147, WLOHGD, KNAYHPRABK, 5551680983 Dell Way, \N, LDAPKOJ, \N, 0, Australia, 2, KNAYHPRABK@dell.com, 5551680983, 4, 5243851964361966, 2012/12, user13147, password, 40, 40000, M
13148, TWCAAN, NALVQCVSNH, 9627728000 Dell Way, \N, VOWFCGI, \N, 0, Germany, 2, NALVQCVSNH@dell.com, 9627728000, 4, 5654246489517391, 2012/02, user13148, password, 77, 80000, M
13149, RVWSIK, TUFJXBBKJX, 3015759698 Dell Way, \N, YFDAMLQ, \N, 0, France, 2, TUFJXBBKJX@dell.com, 3015759698, 1, 4133227540180087, 2009/12, user13149, password, 24, 20000, M
13150, XAJGLC, BQMYROIALH, 1883998335 Dell Way, \N, GOISAYE, \N, 0, Chile, 2, BQMYROIALH@dell.com, 1883998335, 3, 5916970878373832, 2008/08, user13150, password, 69, 80000, M
13151, TCUEFV, URTMFBNRJU, 2522450871 Dell Way, \N, GRNGPRM, \N, 0, Russia, 2, URTMFBNRJU@dell.com, 2522450871, 1, 7997372375801206, 2011/09, user13151, password, 54, 40000, F
13152, PBQUWL, MPXRRLJAFQ, 4714833237 Dell Way, \N, SSWHJJA, \N, 0, Germany, 2, MPXRRLJAFQ@dell.com, 4714833237, 4, 3627844929695129, 2008/04, user13152, password, 59, 80000, M
13153, PHRMTE, BQVTCFUHVM, 6287239749 Dell Way, \N, ZSUICUW, \N, 0, Germany, 2, BQVTCFUHVM@dell.com, 6287239749, 1, 7094667748548091, 2012/09, user13153, password, 41, 80000, F
13154, QMUJQW, AMQCRKJNXI, 7412229745 Dell Way, \N, GRRJMOW, \N, 0, Australia, 2, AMQCRKJNXI@dell.com, 7412229745, 3, 9574817287269980, 2010/11, user13154, password, 71, 80000, F
13155, FPWVLW, HCYZNINKQU, 6185504843 Dell Way, \N, CIDOXAQ, \N, 0, Germany, 2, HCYZNINKQU@dell.com, 6185504843, 3, 1330935390666127, 2010/04, user13155, password, 77, 100000, M
13156, KVJVRR, YPQLXEVOYY, 7471580983 Dell Way, \N, XCMUCDK, \N, 0, Japan, 2, YPQLXEVOYY@dell.com, 7471580983, 3, 2300702602602541, 2008/03, user13156, password, 25, 60000, M
13157, XXMOPK, EFVCKRRIPP, 2621399205 Dell Way, \N, LCJOGTF, \N, 0, UK, 2, EFVCKRRIPP@dell.com, 2621399205, 2, 9923855581320824, 2010/06, user13157, password, 58, 20000, F
13158, MNYBXD, HTGRLXABML, 6137844273 Dell Way, \N, DWZJPFI, \N, 0, Russia, 2, HTGRLXABML@dell.com, 6137844273, 2, 2899077739100903, 2008/11, user13158, password, 36, 60000, F
13159, TJKRNS, LTJWRJXEUB, 1723341190 Dell Way, \N, AULQZTL, \N, 0, Germany, 2, LTJWRJXEUB@dell.com, 1723341190, 4, 6296709292568267, 2012/11, user13159, password, 18, 40000, M
13160, KTIXLU, RUQIEOMZQN, 3135264259 Dell Way, \N, TBESVPH, \N, 0, UK, 2, RUQIEOMZQN@dell.com, 3135264259, 5, 8771031153853984, 2008/11, user13160, password, 31, 80000, F
13161, XDEIXV, DOEIDRHTEA, 9016376081 Dell Way, \N, VITQYAO, \N, 0, Canada, 2, DOEIDRHTEA@dell.com, 9016376081, 3, 3696508499793708, 2011/08, user13161, password, 24, 20000, M
13162, FEVDAZ, SEHVVOPZPK, 1057041260 Dell Way, \N, IJBGKPL, \N, 0, Chile, 2, SEHVVOPZPK@dell.com, 1057041260, 4, 1420892997179180, 2010/10, user13162, password, 22, 20000, F
13163, GYFGXX, LFTGUIGJSP, 1088327062 Dell Way, \N, TTWDJHL, \N, 0, China, 2, LFTGUIGJSP@dell.com, 1088327062, 3, 9663144077174366, 2012/07, user13163, password, 22, 100000, M
13164, ACBXZM, DSTXBZHTPA, 1665479865 Dell Way, \N, NLEXSPG, \N, 0, Russia, 2, DSTXBZHTPA@dell.com, 1665479865, 2, 6053818510845304, 2011/04, user13164, password, 50, 60000, F
13165, NMFNYI, GSGHRNBHOO, 9237394311 Dell Way, \N, STLLJSE, \N, 0, France, 2, GSGHRNBHOO@dell.com, 9237394311, 4, 1333398102782666, 2008/03, user13165, password, 50, 60000, M
13166, XRFWZM, OGTGTUNIJF, 5782019718 Dell Way, \N, CUQLNVW, \N, 0, France, 2, OGTGTUNIJF@dell.com, 5782019718, 5, 6530293098185212, 2011/05, user13166, password, 23, 60000, F
13167, TQCTCQ, ZVXTQKBZQE, 4025308923 Dell Way, \N, UHPHCLS, \N, 0, Japan, 2, ZVXTQKBZQE@dell.com, 4025308923, 2, 3922872473485768, 2011/05, user13167, password, 70, 100000, F
13168, JAXLRW, GOPWZRWPVQ, 9631323284 Dell Way, \N, WLXZWQP, \N, 0, Chile, 2, GOPWZRWPVQ@dell.com, 9631323284, 5, 8931929031386972, 2009/08, user13168, password, 76, 60000, M
13169, VKLMHR, AWOAOLPKBM, 9455515999 Dell Way, \N, VZLSPAX, \N, 0, Germany, 2, AWOAOLPKBM@dell.com, 9455515999, 4, 9393623448442668, 2010/08, user13169, password, 50, 60000, F
13170, WAXDSY, AGYPSNZTZV, 3297545612 Dell Way, \N, SKOILLX, \N, 0, China, 2, AGYPSNZTZV@dell.com, 3297545612, 5, 9616589075885714, 2012/04, user13170, password, 56, 40000, F
13171, NDHFBI, MZXENXYMSR, 7521487509 Dell Way, \N, XHZISXS, \N, 0, UK, 2, MZXENXYMSR@dell.com, 7521487509, 4, 8485559071879835, 2008/03, user13171, password, 24, 20000, M
13172, GLZHTL, HRQVOOHHGF, 9509535152 Dell Way, \N, OFOHDHG, \N, 0, South Africa, 2, HRQVOOHHGF@dell.com, 9509535152, 1, 8702550317626447, 2008/03, user13172, password, 18, 100000, F
13173, LWSFHA, WYVKNDSTIG, 8911609470 Dell Way, \N, ZXNCEUY, \N, 0, Canada, 2, WYVKNDSTIG@dell.com, 8911609470, 5, 3313464665319771, 2008/10, user13173, password, 28, 60000, F
13174, AFMHFI, GATUELNMRN, 4634216273 Dell Way, \N, JFQOZPQ, \N, 0, South Africa, 2, GATUELNMRN@dell.com, 4634216273, 5, 9444413997232916, 2009/01, user13174, password, 48, 60000, F
13175, PZJVIP, VBKANXMELW, 9817943332 Dell Way, \N, KBLKRBH, \N, 0, Australia, 2, VBKANXMELW@dell.com, 9817943332, 2, 3636483013164252, 2008/08, user13175, password, 76, 20000, F
13176, ULBCBX, ELXRJKVVHG, 2173355689 Dell Way, \N, XSQOUXP, \N, 0, Russia, 2, ELXRJKVVHG@dell.com, 2173355689, 5, 8042391996830703, 2011/09, user13176, password, 81, 100000, F
13177, IAOJYS, VVKFFFAMMX, 9698315795 Dell Way, \N, ECLYABS, \N, 0, Canada, 2, VVKFFFAMMX@dell.com, 9698315795, 3, 9277327199000866, 2011/05, user13177, password, 84, 20000, M
13178, YSBWLW, SVBXBCKNZP, 7373838705 Dell Way, \N, QLNRNFW, \N, 0, France, 2, SVBXBCKNZP@dell.com, 7373838705, 4, 2259151484351605, 2008/09, user13178, password, 38, 80000, M
13179, ATNLQF, HSDJUNXUCO, 8544068607 Dell Way, \N, GQFTWBF, \N, 0, Germany, 2, HSDJUNXUCO@dell.com, 8544068607, 2, 6553728023543955, 2010/08, user13179, password, 42, 20000, M
13180, CQCTWK, MZTHMQBPEI, 6886638714 Dell Way, \N, FKBBMHQ, \N, 0, China, 2, MZTHMQBPEI@dell.com, 6886638714, 2, 8449484684970231, 2009/07, user13180, password, 88, 100000, M
13181, QBLMLX, LFEYVGNAOT, 6943439729 Dell Way, \N, KQUXYKF, \N, 0, Germany, 2, LFEYVGNAOT@dell.com, 6943439729, 1, 8997110323049129, 2009/01, user13181, password, 79, 100000, M
13182, XJCJHN, OLMKSZLHSV, 9741045095 Dell Way, \N, YNTWYYL, \N, 0, Japan, 2, OLMKSZLHSV@dell.com, 9741045095, 2, 8674099305178971, 2012/03, user13182, password, 75, 60000, F
13183, ERLLFA, XRLPRWXKSV, 5160867682 Dell Way, \N, XLRWKDM, \N, 0, China, 2, XRLPRWXKSV@dell.com, 5160867682, 2, 4044124317821115, 2011/02, user13183, password, 85, 80000, F
13184, PESVFP, MRFDODNGYL, 2416823100 Dell Way, \N, SQICUVM, \N, 0, Chile, 2, MRFDODNGYL@dell.com, 2416823100, 5, 8863049333915115, 2009/09, user13184, password, 62, 60000, F
13185, UHDAXQ, RDUFGIMFUF, 6321554146 Dell Way, \N, VCHPYUV, \N, 0, Australia, 2, RDUFGIMFUF@dell.com, 6321554146, 4, 4251103363465518, 2009/04, user13185, password, 85, 80000, F
13186, FVDCLU, FGALONQISM, 6979468359 Dell Way, \N, LZCJUYL, \N, 0, China, 2, FGALONQISM@dell.com, 6979468359, 4, 7267452832777054, 2012/09, user13186, password, 45, 20000, M
13187, FFZRAF, XBQLOHUGUF, 8034669690 Dell Way, \N, GWOAVZJ, \N, 0, France, 2, XBQLOHUGUF@dell.com, 8034669690, 1, 5305277999956161, 2010/06, user13187, password, 60, 60000, M
13188, UKIVPF, WGRLNLRIQY, 4578705313 Dell Way, \N, FEYAEIN, \N, 0, UK, 2, WGRLNLRIQY@dell.com, 4578705313, 5, 5074950035661459, 2012/07, user13188, password, 80, 60000, F
13189, GUFWAC, CRNQCFYTDD, 7162001538 Dell Way, \N, YCECKRB, \N, 0, South Africa, 2, CRNQCFYTDD@dell.com, 7162001538, 3, 6868595171719790, 2009/05, user13189, password, 28, 80000, M
13190, YVMZYP, QMFTREMVIK, 1851805918 Dell Way, \N, XMNIEPD, \N, 0, South Africa, 2, QMFTREMVIK@dell.com, 1851805918, 4, 2187271467875689, 2010/12, user13190, password, 73, 20000, M
13191, PPVOEM, AKGSPSNXDL, 7002827331 Dell Way, \N, KRTPGXM, \N, 0, China, 2, AKGSPSNXDL@dell.com, 7002827331, 4, 8245821017306299, 2010/05, user13191, password, 84, 60000, M
